organizationSlug,branchCode,inventoryItemName,batchNumber,qtyReceived,qtyRemaining,unitCost,receivedAt,expiresAt,sourceType,sourceRef
nimbus,ROOFTOP_BAR,Salt,B-ROOFTOP_BAR-031-1,51.68,44.55,1890.00,2026-06-11T09:00:00Z,2026-07-27T09:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,ROOFTOP_BAR,Black Pepper,B-ROOFTOP_BAR-032-1,70.43,50.24,22050.00,2026-05-13T11:00:00Z,2026-07-22T11:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,ROOFTOP_BAR,Garlic,B-ROOFTOP_BAR-033-1,41.87,29.35,7875.00,2026-05-13T12:00:00Z,2026-07-14T12:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,ROOFTOP_BAR,Onion,B-ROOFTOP_BAR-034-1,106.45,75.52,4200.00,2026-04-15T11:00:00Z,2026-07-07T11:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,ROOFTOP_BAR,Cucumber,B-ROOFTOP_BAR-035-1,71.26,65.17,5250.00,2026-04-24T10:00:00Z,2026-07-03T10:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,ROOFTOP_BAR,Basil,B-ROOFTOP_BAR-036-1,95.54,83.22,15225.00,2026-04-12T06:00:00Z,2026-08-07T06:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,ROOFTOP_BAR,Cranberry Juice,B-ROOFTOP_BAR-037-1,76.07,48.02,8610.00,2026-04-11T06:00:00Z,2026-05-25T06:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,ROOFTOP_BAR,Vanilla Syrup,B-ROOFTOP_BAR-038-1,95.32,85.36,13650.00,2026-04-04T08:00:00Z,2026-05-28T08:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,ROOFTOP_BAR,Oats,B-ROOFTOP_BAR-039-1,34.98,17.01,7980.00,2026-06-13T11:00:00Z,2026-09-27T11:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,ROOFTOP_BAR,Bananas,B-ROOFTOP_BAR-040-1,58.09,38.87,4410.00,2026-06-15T12:00:00Z,2026-09-09T12:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,ROOFTOP_BAR,Mini Dessert Base,B-ROOFTOP_BAR-041-1,56.24,33.66,1260.00,2026-04-26T13:00:00Z,2026-08-09T13:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,ROOFTOP_BAR,Packaging Box,B-ROOFTOP_BAR-042-1,66.85,37.44,945.00,2026-05-10T11:00:00Z,2026-08-23T11:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,ROOFTOP_BAR,Napkins,B-ROOFTOP_BAR-043-1,44.63,25.70,84.00,2026-05-19T11:00:00Z,2026-07-05T11:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,ROOFTOP_BAR,Cleaning Solution,B-ROOFTOP_BAR-044-1,117.00,106.95,6300.00,2026-06-18T13:00:00Z,2026-09-15T13:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,ROOFTOP_BAR,Receipt Paper Roll,B-ROOFTOP_BAR-045-1,72.39,36.81,2625.00,2026-05-18T06:00:00Z,2026-07-28T06:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Chicken Breast,B-GARDEN_CAFE-001-1,116.49,49.18,17280.00,2026-04-06T10:00:00Z,2026-07-28T10:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Chicken Breast,B-GARDEN_CAFE-001-2,58.40,53.85,17280.00,2026-05-14T13:00:00Z,2026-08-21T13:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Beef Fillet,B-GARDEN_CAFE-002-1,59.07,31.71,30720.00,2026-04-16T11:00:00Z,2026-07-17T11:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Beef Fillet,B-GARDEN_CAFE-002-2,67.77,28.09,30720.00,2026-06-06T13:00:00Z,2026-09-16T13:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Tilapia Fillet,B-GARDEN_CAFE-003-1,82.25,55.40,24960.00,2026-06-01T07:00:00Z,2026-07-28T07:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Tilapia Fillet,B-GARDEN_CAFE-003-2,58.77,37.89,24960.00,2026-05-13T08:00:00Z,2026-06-30T08:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Mushrooms,B-GARDEN_CAFE-004-1,46.98,24.64,8640.00,2026-05-30T08:00:00Z,2026-09-16T08:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Mushrooms,B-GARDEN_CAFE-004-2,21.40,9.55,8640.00,2026-06-15T12:00:00Z,2026-09-02T12:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Eggplant,B-GARDEN_CAFE-005-1,101.37,57.13,5760.00,2026-05-17T10:00:00Z,2026-09-09T10:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Eggplant,B-GARDEN_CAFE-005-2,44.70,16.60,5760.00,2026-06-18T12:00:00Z,2026-10-04T12:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Tomatoes,B-GARDEN_CAFE-006-1,59.52,41.11,4320.00,2026-05-24T07:00:00Z,2026-08-22T07:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Tomatoes,B-GARDEN_CAFE-006-2,109.80,39.77,4320.00,2026-06-16T08:00:00Z,2026-09-17T08:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Avocado,B-GARDEN_CAFE-007-1,96.88,54.97,6720.00,2026-05-24T11:00:00Z,2026-08-24T11:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Avocado,B-GARDEN_CAFE-007-2,97.83,89.94,6720.00,2026-04-02T08:00:00Z,2026-06-27T08:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Plantain,B-GARDEN_CAFE-008-1,91.26,62.42,4800.00,2026-05-26T09:00:00Z,2026-08-27T09:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Plantain,B-GARDEN_CAFE-008-2,87.08,44.04,4800.00,2026-05-09T06:00:00Z,2026-06-08T06:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Lettuce,B-GARDEN_CAFE-009-1,82.22,75.00,5280.00,2026-06-06T09:00:00Z,2026-09-29T09:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Lettuce,B-GARDEN_CAFE-009-2,70.26,55.03,5280.00,2026-05-17T09:00:00Z,2026-06-13T09:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Herbs Mix,B-GARDEN_CAFE-010-1,88.02,43.52,11520.00,2026-05-08T09:00:00Z,2026-07-11T09:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Herbs Mix,B-GARDEN_CAFE-010-2,100.13,79.65,11520.00,2026-04-01T12:00:00Z,2026-07-22T12:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Potatoes,B-GARDEN_CAFE-011-1,74.05,54.68,3648.00,2026-04-12T08:00:00Z,2026-07-24T08:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Potatoes,B-GARDEN_CAFE-011-2,26.35,10.60,3648.00,2026-04-19T06:00:00Z,2026-06-11T06:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Flatbread Dough,B-GARDEN_CAFE-012-1,64.78,45.31,6240.00,2026-06-14T09:00:00Z,2026-07-04T09:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Flatbread Dough,B-GARDEN_CAFE-012-2,34.45,28.14,6240.00,2026-04-04T08:00:00Z,2026-04-26T08:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Pasta,B-GARDEN_CAFE-013-1,69.99,31.35,6720.00,2026-06-16T11:00:00Z,2026-09-17T11:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Pasta,B-GARDEN_CAFE-013-2,91.35,73.71,6720.00,2026-06-20T13:00:00Z,2026-10-14T13:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Rice,B-GARDEN_CAFE-014-1,67.89,36.95,4992.00,2026-05-14T13:00:00Z,2026-06-08T13:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Rice,B-GARDEN_CAFE-014-2,94.52,86.91,4992.00,2026-06-20T06:00:00Z,2026-08-02T06:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Cheese,B-GARDEN_CAFE-015-1,59.70,47.78,23040.00,2026-06-20T10:00:00Z,2026-10-03T10:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Cheese,B-GARDEN_CAFE-015-2,30.37,15.39,23040.00,2026-05-23T13:00:00Z,2026-09-15T13:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Yoghurt,B-GARDEN_CAFE-016-1,49.60,26.14,7200.00,2026-05-10T11:00:00Z,2026-07-30T11:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Yoghurt,B-GARDEN_CAFE-016-2,33.99,20.69,7200.00,2026-04-08T06:00:00Z,2026-06-24T06:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Cream,B-GARDEN_CAFE-017-1,53.71,49.67,8640.00,2026-05-09T09:00:00Z,2026-07-08T09:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Cream,B-GARDEN_CAFE-017-2,99.19,42.58,8640.00,2026-04-27T06:00:00Z,2026-07-03T06:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Coffee Beans,B-GARDEN_CAFE-018-1,64.78,29.37,26880.00,2026-04-29T12:00:00Z,2026-07-22T12:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Coffee Beans,B-GARDEN_CAFE-018-2,86.77,43.29,26880.00,2026-04-09T09:00:00Z,2026-06-05T09:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Tea Leaves,B-GARDEN_CAFE-019-1,87.82,48.94,17280.00,2026-04-15T13:00:00Z,2026-06-19T13:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Tea Leaves,B-GARDEN_CAFE-019-2,62.41,47.42,17280.00,2026-04-27T13:00:00Z,2026-07-23T13:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Mango Pulp,B-GARDEN_CAFE-020-1,45.50,26.58,8160.00,2026-05-14T13:00:00Z,2026-08-17T13:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Mango Pulp,B-GARDEN_CAFE-020-2,62.35,55.84,8160.00,2026-05-19T13:00:00Z,2026-09-04T13:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Passion Fruit Pulp,B-GARDEN_CAFE-021-1,54.93,23.26,8832.00,2026-06-20T08:00:00Z,2026-08-09T08:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Passion Fruit Pulp,B-GARDEN_CAFE-021-2,30.60,27.26,8832.00,2026-05-20T11:00:00Z,2026-06-21T11:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Lime Juice,B-GARDEN_CAFE-022-1,66.79,36.02,6720.00,2026-05-15T12:00:00Z,2026-06-08T12:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Lime Juice,B-GARDEN_CAFE-022-2,108.94,44.53,6720.00,2026-04-23T11:00:00Z,2026-06-27T11:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Ginger Syrup,B-GARDEN_CAFE-023-1,73.77,41.09,9600.00,2026-06-06T08:00:00Z,2026-10-02T08:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Ginger Syrup,B-GARDEN_CAFE-023-2,52.25,31.49,9600.00,2026-05-02T11:00:00Z,2026-08-28T11:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Hibiscus Syrup,B-GARDEN_CAFE-024-1,58.32,44.02,10560.00,2026-05-26T09:00:00Z,2026-08-24T09:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Hibiscus Syrup,B-GARDEN_CAFE-024-2,72.57,44.99,10560.00,2026-05-05T13:00:00Z,2026-06-08T13:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Sparkling Water,B-GARDEN_CAFE-025-1,78.00,66.39,3360.00,2026-06-14T12:00:00Z,2026-07-08T12:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Sparkling Water,B-GARDEN_CAFE-025-2,90.64,32.80,3360.00,2026-06-10T10:00:00Z,2026-07-28T10:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Chocolate,B-GARDEN_CAFE-026-1,106.66,88.77,15360.00,2026-05-13T06:00:00Z,2026-06-08T06:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Dates,B-GARDEN_CAFE-027-1,69.13,62.81,13440.00,2026-04-15T06:00:00Z,2026-07-26T06:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Sugar,B-GARDEN_CAFE-028-1,50.20,39.93,4320.00,2026-04-18T08:00:00Z,2026-07-07T08:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Flour,B-GARDEN_CAFE-029-1,99.09,69.69,4608.00,2026-04-22T11:00:00Z,2026-06-29T11:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Cooking Oil,B-GARDEN_CAFE-030-1,109.91,54.38,8640.00,2026-05-22T07:00:00Z,2026-07-15T07:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Salt,B-GARDEN_CAFE-031-1,66.91,30.93,1728.00,2026-05-24T06:00:00Z,2026-08-28T06:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Black Pepper,B-GARDEN_CAFE-032-1,91.79,81.90,20160.00,2026-05-09T10:00:00Z,2026-06-01T10:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Garlic,B-GARDEN_CAFE-033-1,36.27,16.04,7200.00,2026-05-13T11:00:00Z,2026-07-27T11:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Onion,B-GARDEN_CAFE-034-1,41.30,29.79,3840.00,2026-05-04T09:00:00Z,2026-08-12T09:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Cucumber,B-GARDEN_CAFE-035-1,90.47,85.50,4800.00,2026-04-01T07:00:00Z,2026-06-14T07:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Basil,B-GARDEN_CAFE-036-1,52.55,21.08,13920.00,2026-06-04T06:00:00Z,2026-08-06T06:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Cranberry Juice,B-GARDEN_CAFE-037-1,74.60,59.07,7872.00,2026-05-13T13:00:00Z,2026-06-11T13:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Vanilla Syrup,B-GARDEN_CAFE-038-1,51.59,27.97,12480.00,2026-04-13T11:00:00Z,2026-06-12T11:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Oats,B-GARDEN_CAFE-039-1,107.60,84.71,7296.00,2026-06-15T06:00:00Z,2026-10-08T06:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Bananas,B-GARDEN_CAFE-040-1,90.51,81.83,4032.00,2026-05-22T09:00:00Z,2026-07-01T09:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Mini Dessert Base,B-GARDEN_CAFE-041-1,85.24,35.64,1152.00,2026-05-24T12:00:00Z,2026-06-18T12:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Packaging Box,B-GARDEN_CAFE-042-1,64.23,50.57,864.00,2026-04-26T10:00:00Z,2026-07-13T10:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Napkins,B-GARDEN_CAFE-043-1,108.79,97.99,76.80,2026-06-10T06:00:00Z,2026-08-27T06:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Cleaning Solution,B-GARDEN_CAFE-044-1,75.72,45.84,5760.00,2026-04-28T12:00:00Z,2026-07-15T12:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,GARDEN_CAFE,Receipt Paper Roll,B-GARDEN_CAFE-045-1,44.67,29.44,2400.00,2026-05-23T10:00:00Z,2026-06-29T10:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Chicken Breast,B-EVENTS_KITCHEN-001-1,40.83,32.75,19440.00,2026-04-09T08:00:00Z,2026-06-23T08:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Chicken Breast,B-EVENTS_KITCHEN-001-2,90.83,35.00,19440.00,2026-06-13T10:00:00Z,2026-08-31T10:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Beef Fillet,B-EVENTS_KITCHEN-002-1,42.87,20.60,34560.00,2026-05-27T09:00:00Z,2026-09-06T09:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Beef Fillet,B-EVENTS_KITCHEN-002-2,63.23,43.85,34560.00,2026-05-08T13:00:00Z,2026-08-02T13:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Tilapia Fillet,B-EVENTS_KITCHEN-003-1,48.31,41.72,28080.00,2026-05-24T10:00:00Z,2026-06-19T10:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Tilapia Fillet,B-EVENTS_KITCHEN-003-2,103.96,59.44,28080.00,2026-06-15T11:00:00Z,2026-10-12T11:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Mushrooms,B-EVENTS_KITCHEN-004-1,27.86,21.89,9720.00,2026-06-09T09:00:00Z,2026-08-08T09:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Mushrooms,B-EVENTS_KITCHEN-004-2,21.32,11.44,9720.00,2026-05-29T09:00:00Z,2026-08-13T09:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Eggplant,B-EVENTS_KITCHEN-005-1,47.19,31.63,6480.00,2026-04-13T07:00:00Z,2026-05-15T07:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Eggplant,B-EVENTS_KITCHEN-005-2,58.20,41.26,6480.00,2026-05-07T13:00:00Z,2026-08-18T13:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Tomatoes,B-EVENTS_KITCHEN-006-1,72.98,60.28,4860.00,2026-04-27T11:00:00Z,2026-05-19T11:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Tomatoes,B-EVENTS_KITCHEN-006-2,60.76,24.63,4860.00,2026-05-03T08:00:00Z,2026-05-25T08:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Avocado,B-EVENTS_KITCHEN-007-1,94.39,68.63,7560.00,2026-04-11T08:00:00Z,2026-07-26T08:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Avocado,B-EVENTS_KITCHEN-007-2,112.15,57.48,7560.00,2026-05-08T09:00:00Z,2026-05-29T09:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Plantain,B-EVENTS_KITCHEN-008-1,24.40,9.69,5400.00,2026-05-19T11:00:00Z,2026-07-07T11:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Plantain,B-EVENTS_KITCHEN-008-2,85.30,32.88,5400.00,2026-05-03T09:00:00Z,2026-07-30T09:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Lettuce,B-EVENTS_KITCHEN-009-1,84.43,33.52,5940.00,2026-06-04T07:00:00Z,2026-07-11T07:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Lettuce,B-EVENTS_KITCHEN-009-2,87.05,37.79,5940.00,2026-05-09T08:00:00Z,2026-08-10T08:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Herbs Mix,B-EVENTS_KITCHEN-010-1,81.46,47.64,12960.00,2026-04-24T12:00:00Z,2026-06-20T12:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Herbs Mix,B-EVENTS_KITCHEN-010-2,37.66,32.55,12960.00,2026-05-24T13:00:00Z,2026-06-18T13:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Potatoes,B-EVENTS_KITCHEN-011-1,112.00,92.40,4104.00,2026-04-13T06:00:00Z,2026-07-25T06:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Potatoes,B-EVENTS_KITCHEN-011-2,29.93,20.82,4104.00,2026-05-21T10:00:00Z,2026-08-25T10:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Flatbread Dough,B-EVENTS_KITCHEN-012-1,106.66,87.97,7020.00,2026-05-12T07:00:00Z,2026-06-03T07:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Flatbread Dough,B-EVENTS_KITCHEN-012-2,41.57,34.56,7020.00,2026-05-10T13:00:00Z,2026-07-25T13:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Pasta,B-EVENTS_KITCHEN-013-1,53.80,22.16,7560.00,2026-04-23T11:00:00Z,2026-06-21T11:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Pasta,B-EVENTS_KITCHEN-013-2,112.53,61.68,7560.00,2026-06-03T11:00:00Z,2026-07-01T11:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Rice,B-EVENTS_KITCHEN-014-1,55.13,31.78,5616.00,2026-04-03T08:00:00Z,2026-06-29T08:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Rice,B-EVENTS_KITCHEN-014-2,55.25,48.75,5616.00,2026-06-19T06:00:00Z,2026-07-12T06:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Cheese,B-EVENTS_KITCHEN-015-1,98.66,63.71,25920.00,2026-06-08T12:00:00Z,2026-09-28T12:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Cheese,B-EVENTS_KITCHEN-015-2,112.26,80.62,25920.00,2026-06-01T08:00:00Z,2026-09-07T08:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Yoghurt,B-EVENTS_KITCHEN-016-1,84.85,44.23,8100.00,2026-04-09T13:00:00Z,2026-05-21T13:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Yoghurt,B-EVENTS_KITCHEN-016-2,119.53,47.72,8100.00,2026-06-10T07:00:00Z,2026-09-14T07:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Cream,B-EVENTS_KITCHEN-017-1,38.00,26.61,9720.00,2026-04-27T11:00:00Z,2026-08-09T11:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Cream,B-EVENTS_KITCHEN-017-2,31.48,27.37,9720.00,2026-04-20T11:00:00Z,2026-06-23T11:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Coffee Beans,B-EVENTS_KITCHEN-018-1,49.43,21.82,30240.00,2026-04-08T09:00:00Z,2026-06-21T09:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Coffee Beans,B-EVENTS_KITCHEN-018-2,116.61,46.97,30240.00,2026-05-10T09:00:00Z,2026-06-23T09:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Tea Leaves,B-EVENTS_KITCHEN-019-1,105.75,50.47,19440.00,2026-06-01T12:00:00Z,2026-09-29T12:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Tea Leaves,B-EVENTS_KITCHEN-019-2,34.30,18.18,19440.00,2026-04-03T09:00:00Z,2026-06-23T09:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Mango Pulp,B-EVENTS_KITCHEN-020-1,48.02,21.37,9180.00,2026-04-09T10:00:00Z,2026-06-01T10:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Mango Pulp,B-EVENTS_KITCHEN-020-2,43.28,27.68,9180.00,2026-05-27T09:00:00Z,2026-07-24T09:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Passion Fruit Pulp,B-EVENTS_KITCHEN-021-1,28.16,25.23,9936.00,2026-06-06T07:00:00Z,2026-08-15T07:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Passion Fruit Pulp,B-EVENTS_KITCHEN-021-2,31.63,18.04,9936.00,2026-05-18T13:00:00Z,2026-08-04T13:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Lime Juice,B-EVENTS_KITCHEN-022-1,45.62,17.59,7560.00,2026-04-18T11:00:00Z,2026-08-06T11:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Lime Juice,B-EVENTS_KITCHEN-022-2,117.63,41.81,7560.00,2026-04-25T12:00:00Z,2026-07-02T12:00:00Z,OPENING_BALANCE,DEMO_IMPORT
nimbus,EVENTS_KITCHEN,Ginger Syrup,B-EVENTS_KITCHEN-023-1,38.84,34.83,10800.00,2026-05-24T09:00:00Z,2026-09-19T09:00:00Z,OPENING_BALANCE,DEMO_IMPORT
