organizationSlug,branchCode,orderNumber,amount,method,status,enteredByEmail,provider,transactionId,providerRef,captureMode,verificationStatus,metadata
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00141,55700.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-GARDEN_CAFE-00141,PAY-ORD-GARDEN_CAFE-00141,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00142,392900.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-EVENTS_KITCHEN-00142,PAY-ORD-EVENTS_KITCHEN-00142,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00145,96400.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-TAPAS_DOWNTOWN-00145,PAY-ORD-TAPAS_DOWNTOWN-00145,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00146,213600.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-TAPAS_DOWNTOWN-00146,PAY-ORD-TAPAS_DOWNTOWN-00146,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00148,75500.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-TAPAS_DOWNTOWN-00148,PAY-ORD-TAPAS_DOWNTOWN-00148,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00149,58100.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-ROOFTOP_BAR-00149,PAY-ORD-ROOFTOP_BAR-00149,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00151,157300.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-ROOFTOP_BAR-00151,PAY-ORD-ROOFTOP_BAR-00151,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00154,128100.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-GARDEN_CAFE-00154,PAY-ORD-GARDEN_CAFE-00154,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00155,18400.00,BANK_TRANSFER,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-GARDEN_CAFE-00155,PAY-ORD-GARDEN_CAFE-00155,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00156,167300.00,BANK_TRANSFER,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-GARDEN_CAFE-00156,PAY-ORD-GARDEN_CAFE-00156,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00158,100200.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-EVENTS_KITCHEN-00158,PAY-ORD-EVENTS_KITCHEN-00158,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00159,127100.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-EVENTS_KITCHEN-00159,PAY-ORD-EVENTS_KITCHEN-00159,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00165,127400.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-TAPAS_DOWNTOWN-00165,PAY-ORD-TAPAS_DOWNTOWN-00165,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00167,183700.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-ROOFTOP_BAR-00167,PAY-ORD-ROOFTOP_BAR-00167,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00168,56500.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-ROOFTOP_BAR-00168,PAY-ORD-ROOFTOP_BAR-00168,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00169,99800.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-ROOFTOP_BAR-00169,PAY-ORD-ROOFTOP_BAR-00169,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00171,49900.00,BANK_TRANSFER,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-GARDEN_CAFE-00171,PAY-ORD-GARDEN_CAFE-00171,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00172,166600.00,BANK_TRANSFER,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-GARDEN_CAFE-00172,PAY-ORD-GARDEN_CAFE-00172,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00173,86700.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-GARDEN_CAFE-00173,PAY-ORD-GARDEN_CAFE-00173,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00175,39200.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-GARDEN_CAFE-00175,PAY-ORD-GARDEN_CAFE-00175,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00176,70600.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-EVENTS_KITCHEN-00176,PAY-ORD-EVENTS_KITCHEN-00176,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00177,401300.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-EVENTS_KITCHEN-00177,PAY-ORD-EVENTS_KITCHEN-00177,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00178,113300.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-EVENTS_KITCHEN-00178,PAY-ORD-EVENTS_KITCHEN-00178,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00179,190300.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-EVENTS_KITCHEN-00179,PAY-ORD-EVENTS_KITCHEN-00179,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00180,16800.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-EVENTS_KITCHEN-00180,PAY-ORD-EVENTS_KITCHEN-00180,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00181,323300.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-TAPAS_DOWNTOWN-00181,PAY-ORD-TAPAS_DOWNTOWN-00181,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00182,237800.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-ROOFTOP_BAR-00182,PAY-ORD-ROOFTOP_BAR-00182,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00183,21700.00,BANK_TRANSFER,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-GARDEN_CAFE-00183,PAY-ORD-GARDEN_CAFE-00183,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00184,542200.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-EVENTS_KITCHEN-00184,PAY-ORD-EVENTS_KITCHEN-00184,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00185,298500.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-TAPAS_DOWNTOWN-00185,PAY-ORD-TAPAS_DOWNTOWN-00185,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00186,224200.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-TAPAS_DOWNTOWN-00186,PAY-ORD-TAPAS_DOWNTOWN-00186,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00188,116100.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-ROOFTOP_BAR-00188,PAY-ORD-ROOFTOP_BAR-00188,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00192,186800.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-EVENTS_KITCHEN-00192,PAY-ORD-EVENTS_KITCHEN-00192,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00193,33000.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-TAPAS_DOWNTOWN-00193,PAY-ORD-TAPAS_DOWNTOWN-00193,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00197,14500.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-ROOFTOP_BAR-00197,PAY-ORD-ROOFTOP_BAR-00197,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00199,127100.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-GARDEN_CAFE-00199,PAY-ORD-GARDEN_CAFE-00199,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00202,33000.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-EVENTS_KITCHEN-00202,PAY-ORD-EVENTS_KITCHEN-00202,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00205,214800.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-TAPAS_DOWNTOWN-00205,PAY-ORD-TAPAS_DOWNTOWN-00205,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00206,191200.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-TAPAS_DOWNTOWN-00206,PAY-ORD-TAPAS_DOWNTOWN-00206,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00209,279200.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-ROOFTOP_BAR-00209,PAY-ORD-ROOFTOP_BAR-00209,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00210,129400.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-ROOFTOP_BAR-00210,PAY-ORD-ROOFTOP_BAR-00210,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00211,183300.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-ROOFTOP_BAR-00211,PAY-ORD-ROOFTOP_BAR-00211,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00212,114900.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-ROOFTOP_BAR-00212,PAY-ORD-ROOFTOP_BAR-00212,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00214,134800.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-GARDEN_CAFE-00214,PAY-ORD-GARDEN_CAFE-00214,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00216,141800.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-GARDEN_CAFE-00216,PAY-ORD-GARDEN_CAFE-00216,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00221,56600.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-TAPAS_DOWNTOWN-00221,PAY-ORD-TAPAS_DOWNTOWN-00221,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00223,269000.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-TAPAS_DOWNTOWN-00223,PAY-ORD-TAPAS_DOWNTOWN-00223,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00224,99100.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-TAPAS_DOWNTOWN-00224,PAY-ORD-TAPAS_DOWNTOWN-00224,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00225,149900.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-TAPAS_DOWNTOWN-00225,PAY-ORD-TAPAS_DOWNTOWN-00225,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00227,232900.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-ROOFTOP_BAR-00227,PAY-ORD-ROOFTOP_BAR-00227,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00229,27700.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-ROOFTOP_BAR-00229,PAY-ORD-ROOFTOP_BAR-00229,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00231,12300.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-GARDEN_CAFE-00231,PAY-ORD-GARDEN_CAFE-00231,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00232,176600.00,BANK_TRANSFER,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-GARDEN_CAFE-00232,PAY-ORD-GARDEN_CAFE-00232,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00235,256200.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-GARDEN_CAFE-00235,PAY-ORD-GARDEN_CAFE-00235,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00236,271800.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-EVENTS_KITCHEN-00236,PAY-ORD-EVENTS_KITCHEN-00236,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00237,171900.00,BANK_TRANSFER,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-EVENTS_KITCHEN-00237,PAY-ORD-EVENTS_KITCHEN-00237,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00238,388900.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-EVENTS_KITCHEN-00238,PAY-ORD-EVENTS_KITCHEN-00238,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00239,147400.00,BANK_TRANSFER,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-EVENTS_KITCHEN-00239,PAY-ORD-EVENTS_KITCHEN-00239,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00240,188000.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-EVENTS_KITCHEN-00240,PAY-ORD-EVENTS_KITCHEN-00240,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00243,76700.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-GARDEN_CAFE-00243,PAY-ORD-GARDEN_CAFE-00243,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00245,136900.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-TAPAS_DOWNTOWN-00245,PAY-ORD-TAPAS_DOWNTOWN-00245,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00246,234800.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-TAPAS_DOWNTOWN-00246,PAY-ORD-TAPAS_DOWNTOWN-00246,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00247,169800.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-ROOFTOP_BAR-00247,PAY-ORD-ROOFTOP_BAR-00247,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00248,17900.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-ROOFTOP_BAR-00248,PAY-ORD-ROOFTOP_BAR-00248,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00249,173500.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-GARDEN_CAFE-00249,PAY-ORD-GARDEN_CAFE-00249,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00252,87800.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-EVENTS_KITCHEN-00252,PAY-ORD-EVENTS_KITCHEN-00252,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00253,81400.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-TAPAS_DOWNTOWN-00253,PAY-ORD-TAPAS_DOWNTOWN-00253,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00254,79500.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-TAPAS_DOWNTOWN-00254,PAY-ORD-TAPAS_DOWNTOWN-00254,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00255,85000.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-TAPAS_DOWNTOWN-00255,PAY-ORD-TAPAS_DOWNTOWN-00255,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00256,148600.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-ROOFTOP_BAR-00256,PAY-ORD-ROOFTOP_BAR-00256,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00258,37100.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-ROOFTOP_BAR-00258,PAY-ORD-ROOFTOP_BAR-00258,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00261,37800.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-GARDEN_CAFE-00261,PAY-ORD-GARDEN_CAFE-00261,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00262,115500.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-EVENTS_KITCHEN-00262,PAY-ORD-EVENTS_KITCHEN-00262,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00263,41800.00,BANK_TRANSFER,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-EVENTS_KITCHEN-00263,PAY-ORD-EVENTS_KITCHEN-00263,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00266,292600.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-TAPAS_DOWNTOWN-00266,PAY-ORD-TAPAS_DOWNTOWN-00266,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00267,182900.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-TAPAS_DOWNTOWN-00267,PAY-ORD-TAPAS_DOWNTOWN-00267,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00268,75500.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-TAPAS_DOWNTOWN-00268,PAY-ORD-TAPAS_DOWNTOWN-00268,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00269,253800.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-ROOFTOP_BAR-00269,PAY-ORD-ROOFTOP_BAR-00269,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00270,55500.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-ROOFTOP_BAR-00270,PAY-ORD-ROOFTOP_BAR-00270,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00271,182300.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-ROOFTOP_BAR-00271,PAY-ORD-ROOFTOP_BAR-00271,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00272,55500.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-ROOFTOP_BAR-00272,PAY-ORD-ROOFTOP_BAR-00272,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00273,134900.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-GARDEN_CAFE-00273,PAY-ORD-GARDEN_CAFE-00273,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00277,392800.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-EVENTS_KITCHEN-00277,PAY-ORD-EVENTS_KITCHEN-00277,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00278,227000.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-EVENTS_KITCHEN-00278,PAY-ORD-EVENTS_KITCHEN-00278,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00279,261100.00,CASH,COMPLETED,cashier@nimbus.demo,MANUAL,PAY-ORD-EVENTS_KITCHEN-00279,PAY-ORD-EVENTS_KITCHEN-00279,MANUAL_REFERENCE,NOT_REQUIRED,"{""liveProvider"": false}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00280,396800.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-EVENTS_KITCHEN-00280,PAY-ORD-EVENTS_KITCHEN-00280,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00282,191200.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-TAPAS_DOWNTOWN-00282,PAY-ORD-TAPAS_DOWNTOWN-00282,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00283,120400.00,CARD,COMPLETED,cashier@nimbus.demo,CARD_STUB,PAY-ORD-TAPAS_DOWNTOWN-00283,PAY-ORD-TAPAS_DOWNTOWN-00283,MANUAL_REFERENCE,VERIFIED,"{""liveProvider"": false}"
