organizationSlug,branchCode,orderNumber,userEmail,serviceType,status,subtotal,tax,discount,total,tableLabel,notes,metadata
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00302,waiter@nimbus.demo,DINE_IN,CLOSED,95100.00,17100.00,0.00,112200.00,RB-14,,"{""createdAt"": ""2026-04-26T09:00:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00303,waiter@nimbus.demo,DINE_IN,SERVED,135200.00,23100.00,6800.00,151500.00,GC-13,,"{""createdAt"": ""2026-04-26T17:00:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00304,waiter@nimbus.demo,TAKEAWAY,CLOSED,102700.00,17600.00,5100.00,115200.00,,,"{""createdAt"": ""2026-04-26T09:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00305,waiter@nimbus.demo,TAKEAWAY,SERVED,84000.00,14400.00,4200.00,94200.00,,,"{""createdAt"": ""2026-04-27T10:00:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00306,supervisor@nimbus.demo,DINE_IN,CLOSED,48000.00,8600.00,0.00,56600.00,TD-01,,"{""createdAt"": ""2026-04-27T07:30:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00307,cashier@nimbus.demo,DINE_IN,CLOSED,117100.00,20000.00,5900.00,131200.00,RB-07,,"{""createdAt"": ""2026-04-27T07:30:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00308,waiter@nimbus.demo,DINE_IN,READY,53800.00,9700.00,0.00,63500.00,RB-03,,"{""createdAt"": ""2026-04-27T15:45:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00309,cashier@nimbus.demo,DINE_IN,SENT,133800.00,24100.00,0.00,157900.00,GC-03,,"{""createdAt"": ""2026-04-27T10:30:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00310,waiter@nimbus.demo,DINE_IN,CLOSED,201800.00,36300.00,0.00,238100.00,GC-02,,"{""createdAt"": ""2026-04-27T15:30:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00311,cashier@nimbus.demo,DINE_IN,NEW,381600.00,68700.00,0.00,450300.00,EV-02,,"{""createdAt"": ""2026-04-27T17:20:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00312,supervisor@nimbus.demo,DINE_IN,NEW,244300.00,44000.00,0.00,288300.00,EV-05,,"{""createdAt"": ""2026-04-27T15:45:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00313,cashier@nimbus.demo,DINE_IN,READY,28000.00,5000.00,0.00,33000.00,TD-04,,"{""createdAt"": ""2026-04-28T15:20:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00314,cashier@nimbus.demo,TAKEAWAY,CLOSED,223000.00,40100.00,0.00,263100.00,,,"{""createdAt"": ""2026-04-28T10:00:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00315,supervisor@nimbus.demo,DINE_IN,CLOSED,144000.00,25900.00,0.00,169900.00,TD-14,,"{""createdAt"": ""2026-04-28T15:00:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00316,supervisor@nimbus.demo,DINE_IN,SENT,41500.00,7500.00,0.00,49000.00,RB-14,,"{""createdAt"": ""2026-04-28T09:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00317,waiter@nimbus.demo,TAKEAWAY,CLOSED,82200.00,14800.00,0.00,97000.00,,,"{""createdAt"": ""2026-04-28T10:20:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00318,waiter@nimbus.demo,DINE_IN,CLOSED,45900.00,7800.00,2300.00,51400.00,RB-16,,"{""createdAt"": ""2026-04-28T17:45:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00319,supervisor@nimbus.demo,DINE_IN,SENT,189500.00,34100.00,0.00,223600.00,GC-03,,"{""createdAt"": ""2026-04-28T07:00:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00320,supervisor@nimbus.demo,DINE_IN,CLOSED,16600.00,3000.00,0.00,19600.00,GC-10,,"{""createdAt"": ""2026-04-28T15:20:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00321,supervisor@nimbus.demo,DINE_IN,SERVED,28000.00,5000.00,0.00,33000.00,GC-04,,"{""createdAt"": ""2026-04-28T09:45:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00322,supervisor@nimbus.demo,TAKEAWAY,READY,37800.00,6800.00,0.00,44600.00,,,"{""createdAt"": ""2026-04-28T07:20:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00323,supervisor@nimbus.demo,DINE_IN,CLOSED,300800.00,54100.00,0.00,354900.00,EV-04,,"{""createdAt"": ""2026-04-28T07:00:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00324,waiter@nimbus.demo,DINE_IN,CLOSED,139200.00,25100.00,0.00,164300.00,EV-08,,"{""createdAt"": ""2026-04-28T07:20:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00325,cashier@nimbus.demo,DINE_IN,CLOSED,133000.00,23900.00,0.00,156900.00,TD-15,,"{""createdAt"": ""2026-04-29T07:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00326,supervisor@nimbus.demo,DINE_IN,CLOSED,110000.00,19800.00,0.00,129800.00,TD-02,,"{""createdAt"": ""2026-04-29T10:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00327,supervisor@nimbus.demo,TAKEAWAY,CLOSED,124000.00,22300.00,0.00,146300.00,,,"{""createdAt"": ""2026-04-29T15:00:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00328,cashier@nimbus.demo,TAKEAWAY,CLOSED,66000.00,11900.00,0.00,77900.00,,,"{""createdAt"": ""2026-04-29T10:20:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00329,supervisor@nimbus.demo,DINE_IN,SERVED,108100.00,19500.00,0.00,127600.00,RB-09,,"{""createdAt"": ""2026-04-29T15:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00330,waiter@nimbus.demo,DINE_IN,CLOSED,136600.00,24600.00,0.00,161200.00,RB-03,,"{""createdAt"": ""2026-04-29T17:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00331,supervisor@nimbus.demo,TAKEAWAY,SENT,26800.00,4600.00,1300.00,30100.00,,,"{""createdAt"": ""2026-04-29T10:20:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00332,supervisor@nimbus.demo,DINE_IN,CLOSED,60600.00,10900.00,0.00,71500.00,RB-11,,"{""createdAt"": ""2026-04-29T07:45:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00333,waiter@nimbus.demo,DINE_IN,CLOSED,242400.00,43600.00,0.00,286000.00,GC-12,,"{""createdAt"": ""2026-04-29T09:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00334,cashier@nimbus.demo,DINE_IN,CLOSED,96500.00,17400.00,0.00,113900.00,GC-07,,"{""createdAt"": ""2026-04-29T09:00:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00335,cashier@nimbus.demo,DINE_IN,SENT,135700.00,24400.00,0.00,160100.00,GC-12,,"{""createdAt"": ""2026-04-29T09:30:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00336,waiter@nimbus.demo,DINE_IN,CLOSED,169200.00,28900.00,8500.00,189600.00,GC-12,,"{""createdAt"": ""2026-04-29T09:45:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00337,cashier@nimbus.demo,TAKEAWAY,CLOSED,233800.00,42100.00,0.00,275900.00,,,"{""createdAt"": ""2026-04-29T15:00:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00338,cashier@nimbus.demo,DINE_IN,CLOSED,312200.00,56200.00,0.00,368400.00,EV-08,,"{""createdAt"": ""2026-04-29T15:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00339,cashier@nimbus.demo,DINE_IN,CLOSED,103800.00,17700.00,5200.00,116300.00,EV-11,,"{""createdAt"": ""2026-04-29T17:45:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00340,supervisor@nimbus.demo,TAKEAWAY,SERVED,188800.00,34000.00,0.00,222800.00,,,"{""createdAt"": ""2026-04-29T17:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00341,waiter@nimbus.demo,DINE_IN,CLOSED,144000.00,25900.00,0.00,169900.00,TD-19,,"{""createdAt"": ""2026-04-30T09:20:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00342,cashier@nimbus.demo,TAKEAWAY,CLOSED,69000.00,12400.00,0.00,81400.00,,,"{""createdAt"": ""2026-04-30T17:30:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00343,waiter@nimbus.demo,DINE_IN,CLOSED,94000.00,16100.00,4700.00,105400.00,TD-12,,"{""createdAt"": ""2026-04-30T09:00:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00344,cashier@nimbus.demo,DINE_IN,READY,194000.00,34900.00,0.00,228900.00,TD-08,,"{""createdAt"": ""2026-04-30T09:20:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00345,waiter@nimbus.demo,DINE_IN,CLOSED,248000.00,44600.00,0.00,292600.00,TD-08,,"{""createdAt"": ""2026-04-30T07:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00346,cashier@nimbus.demo,DINE_IN,CLOSED,159700.00,28700.00,0.00,188400.00,RB-10,,"{""createdAt"": ""2026-04-30T09:00:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00347,supervisor@nimbus.demo,TAKEAWAY,CLOSED,200800.00,36100.00,0.00,236900.00,,,"{""createdAt"": ""2026-04-30T07:30:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00348,supervisor@nimbus.demo,DINE_IN,CLOSED,166400.00,30000.00,0.00,196400.00,RB-12,,"{""createdAt"": ""2026-04-30T09:00:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00349,cashier@nimbus.demo,DINE_IN,CLOSED,96000.00,17300.00,0.00,113300.00,RB-11,,"{""createdAt"": ""2026-04-30T10:20:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00350,waiter@nimbus.demo,DINE_IN,CLOSED,45400.00,7800.00,2300.00,50900.00,RB-07,,"{""createdAt"": ""2026-04-30T17:30:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00351,cashier@nimbus.demo,TAKEAWAY,SERVED,290800.00,52300.00,0.00,343100.00,,,"{""createdAt"": ""2026-04-30T07:45:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00352,waiter@nimbus.demo,DINE_IN,CLOSED,33000.00,5900.00,0.00,38900.00,GC-04,,"{""createdAt"": ""2026-04-30T07:20:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00353,waiter@nimbus.demo,DINE_IN,CLOSED,60600.00,10900.00,0.00,71500.00,GC-17,,"{""createdAt"": ""2026-04-30T17:00:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00354,waiter@nimbus.demo,DINE_IN,CLOSED,152800.00,27500.00,0.00,180300.00,GC-04,,"{""createdAt"": ""2026-04-30T09:00:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00355,waiter@nimbus.demo,DINE_IN,CLOSED,41400.00,7100.00,2100.00,46400.00,GC-10,,"{""createdAt"": ""2026-04-30T10:20:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00356,waiter@nimbus.demo,TAKEAWAY,CLOSED,396600.00,71400.00,0.00,468000.00,,,"{""createdAt"": ""2026-04-30T07:00:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00357,waiter@nimbus.demo,TAKEAWAY,CLOSED,98600.00,16900.00,4900.00,110600.00,,,"{""createdAt"": ""2026-04-30T09:20:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00358,supervisor@nimbus.demo,DINE_IN,NEW,212800.00,38300.00,0.00,251100.00,EV-09,,"{""createdAt"": ""2026-04-30T15:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00359,cashier@nimbus.demo,DINE_IN,CLOSED,209900.00,37800.00,0.00,247700.00,EV-09,,"{""createdAt"": ""2026-04-30T07:30:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00360,supervisor@nimbus.demo,DINE_IN,CLOSED,124400.00,22400.00,0.00,146800.00,EV-04,,"{""createdAt"": ""2026-04-30T07:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00361,waiter@nimbus.demo,DINE_IN,CLOSED,184000.00,33100.00,0.00,217100.00,TD-08,,"{""createdAt"": ""2026-05-01T17:45:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00362,cashier@nimbus.demo,TAKEAWAY,READY,58200.00,10500.00,0.00,68700.00,,,"{""createdAt"": ""2026-05-01T07:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00363,waiter@nimbus.demo,DINE_IN,SERVED,39600.00,7100.00,0.00,46700.00,GC-18,,"{""createdAt"": ""2026-05-01T10:20:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00364,cashier@nimbus.demo,DINE_IN,SERVED,152300.00,27400.00,0.00,179700.00,EV-10,,"{""createdAt"": ""2026-05-01T17:00:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00365,supervisor@nimbus.demo,DINE_IN,SENT,196000.00,35300.00,0.00,231300.00,TD-06,,"{""createdAt"": ""2026-05-02T09:45:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00366,waiter@nimbus.demo,DINE_IN,CLOSED,268000.00,48200.00,0.00,316200.00,TD-21,,"{""createdAt"": ""2026-05-02T15:20:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00367,waiter@nimbus.demo,TAKEAWAY,CLOSED,49300.00,8900.00,0.00,58200.00,,,"{""createdAt"": ""2026-05-02T10:20:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00368,waiter@nimbus.demo,DINE_IN,CLOSED,28000.00,5000.00,0.00,33000.00,RB-11,,"{""createdAt"": ""2026-05-02T07:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00369,waiter@nimbus.demo,DINE_IN,SENT,195900.00,35300.00,0.00,231200.00,GC-03,,"{""createdAt"": ""2026-05-02T17:20:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00370,supervisor@nimbus.demo,TAKEAWAY,CLOSED,294200.00,53000.00,0.00,347200.00,,,"{""createdAt"": ""2026-05-02T07:00:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00371,cashier@nimbus.demo,TAKEAWAY,SENT,178500.00,32100.00,0.00,210600.00,,,"{""createdAt"": ""2026-05-02T09:30:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00372,waiter@nimbus.demo,TAKEAWAY,SENT,46100.00,7900.00,2300.00,51700.00,,,"{""createdAt"": ""2026-05-02T15:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00373,cashier@nimbus.demo,TAKEAWAY,CLOSED,160000.00,28800.00,0.00,188800.00,,,"{""createdAt"": ""2026-05-03T15:00:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00374,cashier@nimbus.demo,DINE_IN,SERVED,96000.00,17300.00,0.00,113300.00,TD-13,,"{""createdAt"": ""2026-05-03T17:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00375,cashier@nimbus.demo,DINE_IN,CLOSED,272000.00,49000.00,0.00,321000.00,TD-05,,"{""createdAt"": ""2026-05-03T07:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00376,cashier@nimbus.demo,DINE_IN,CLOSED,154500.00,27800.00,0.00,182300.00,RB-14,,"{""createdAt"": ""2026-05-03T17:30:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00377,supervisor@nimbus.demo,DINE_IN,READY,80700.00,14500.00,0.00,95200.00,RB-16,,"{""createdAt"": ""2026-05-03T07:00:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00378,supervisor@nimbus.demo,TAKEAWAY,SENT,69400.00,12500.00,0.00,81900.00,,,"{""createdAt"": ""2026-05-03T07:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00379,waiter@nimbus.demo,DINE_IN,CLOSED,40500.00,7300.00,0.00,47800.00,GC-09,,"{""createdAt"": ""2026-05-03T07:45:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00380,waiter@nimbus.demo,DINE_IN,CLOSED,25800.00,4600.00,0.00,30400.00,GC-01,,"{""createdAt"": ""2026-05-03T07:30:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00381,cashier@nimbus.demo,TAKEAWAY,SENT,224600.00,40400.00,0.00,265000.00,,,"{""createdAt"": ""2026-05-03T10:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00382,supervisor@nimbus.demo,DINE_IN,CLOSED,85000.00,14500.00,4200.00,95300.00,EV-04,,"{""createdAt"": ""2026-05-03T07:20:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00383,supervisor@nimbus.demo,TAKEAWAY,CLOSED,226000.00,40700.00,0.00,266700.00,,,"{""createdAt"": ""2026-05-03T09:30:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00384,cashier@nimbus.demo,DINE_IN,SERVED,120500.00,21700.00,0.00,142200.00,EV-08,,"{""createdAt"": ""2026-05-03T07:45:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00385,cashier@nimbus.demo,DINE_IN,NEW,114000.00,20500.00,0.00,134500.00,TD-13,,"{""createdAt"": ""2026-05-04T15:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00386,cashier@nimbus.demo,TAKEAWAY,CLOSED,47000.00,8500.00,0.00,55500.00,,,"{""createdAt"": ""2026-05-04T10:20:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00387,cashier@nimbus.demo,DINE_IN,NEW,42000.00,7600.00,0.00,49600.00,TD-10,,"{""createdAt"": ""2026-05-04T09:00:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00388,supervisor@nimbus.demo,TAKEAWAY,CLOSED,56000.00,10100.00,0.00,66100.00,,,"{""createdAt"": ""2026-05-04T09:45:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00389,waiter@nimbus.demo,DINE_IN,SENT,127100.00,22900.00,0.00,150000.00,RB-14,,"{""createdAt"": ""2026-05-04T17:20:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00390,waiter@nimbus.demo,TAKEAWAY,NEW,126400.00,22800.00,0.00,149200.00,,,"{""createdAt"": ""2026-05-04T15:00:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00391,cashier@nimbus.demo,DINE_IN,CLOSED,109700.00,19700.00,0.00,129400.00,RB-04,,"{""createdAt"": ""2026-05-04T15:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00392,cashier@nimbus.demo,TAKEAWAY,CLOSED,32000.00,5500.00,1600.00,35900.00,,,"{""createdAt"": ""2026-05-04T07:20:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00393,cashier@nimbus.demo,DINE_IN,CLOSED,28000.00,5000.00,0.00,33000.00,GC-04,,"{""createdAt"": ""2026-05-04T15:20:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00394,waiter@nimbus.demo,DINE_IN,CLOSED,90900.00,16400.00,0.00,107300.00,GC-07,,"{""createdAt"": ""2026-05-04T15:00:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00395,supervisor@nimbus.demo,DINE_IN,SERVED,156500.00,28200.00,0.00,184700.00,GC-13,,"{""createdAt"": ""2026-05-04T09:20:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00396,cashier@nimbus.demo,DINE_IN,CLOSED,269700.00,46100.00,13500.00,302300.00,GC-16,,"{""createdAt"": ""2026-05-04T09:20:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00397,waiter@nimbus.demo,DINE_IN,SERVED,138400.00,24900.00,0.00,163300.00,EV-12,,"{""createdAt"": ""2026-05-04T10:30:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00398,waiter@nimbus.demo,DINE_IN,CLOSED,164600.00,29600.00,0.00,194200.00,EV-02,,"{""createdAt"": ""2026-05-04T17:00:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00399,cashier@nimbus.demo,DINE_IN,READY,11800.00,2100.00,0.00,13900.00,EV-03,,"{""createdAt"": ""2026-05-04T15:45:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00400,waiter@nimbus.demo,DINE_IN,SERVED,48500.00,8700.00,0.00,57200.00,EV-01,,"{""createdAt"": ""2026-05-04T17:30:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00401,waiter@nimbus.demo,DINE_IN,CLOSED,56000.00,9600.00,2800.00,62800.00,TD-18,,"{""createdAt"": ""2026-05-05T09:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00402,cashier@nimbus.demo,DINE_IN,CLOSED,177000.00,31900.00,0.00,208900.00,TD-17,,"{""createdAt"": ""2026-05-05T10:00:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00403,supervisor@nimbus.demo,DINE_IN,CLOSED,144000.00,25900.00,0.00,169900.00,TD-17,,"{""createdAt"": ""2026-05-05T17:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00404,waiter@nimbus.demo,DINE_IN,CLOSED,9000.00,1600.00,0.00,10600.00,TD-07,,"{""createdAt"": ""2026-05-05T07:30:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00405,waiter@nimbus.demo,DINE_IN,CLOSED,294000.00,52900.00,0.00,346900.00,TD-04,,"{""createdAt"": ""2026-05-05T10:00:00Z"", ""demoSource"": ""generated-pack""}"
