branchCode,orderNumber,lineNo,modifierGroupName,modifierOptionName,priceDelta,labelSnapshot
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00349,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00351,2,Sauce Choice,Herb Sauce,0.00,Demo modifier
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00358,2,Sauce Choice,Herb Sauce,0.00,Demo modifier
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00359,3,Sauce Choice,Herb Sauce,0.00,Demo modifier
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00361,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00362,3,Sauce Choice,Herb Sauce,0.00,Demo modifier
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00366,4,Sauce Choice,Herb Sauce,0.00,Demo modifier
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00367,2,Drink Temperature,Iced,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00370,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00370,3,Sauce Choice,Herb Sauce,0.00,Demo modifier
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00371,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00371,3,Drink Temperature,Iced,0.00,Demo modifier
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00372,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00373,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00375,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00379,2,Drink Temperature,Iced,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00380,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00381,2,Sauce Choice,Herb Sauce,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00381,3,Sauce Choice,Herb Sauce,0.00,Demo modifier
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00383,3,Sauce Choice,Herb Sauce,0.00,Demo modifier
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00384,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00388,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00389,3,Sauce Choice,Herb Sauce,0.00,Demo modifier
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00391,1,Drink Temperature,Iced,0.00,Demo modifier
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00392,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00394,1,Drink Temperature,Iced,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00395,2,Sauce Choice,Herb Sauce,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00396,3,Sauce Choice,Herb Sauce,0.00,Demo modifier
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00398,1,Drink Temperature,Iced,0.00,Demo modifier
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00398,2,Sauce Choice,Herb Sauce,0.00,Demo modifier
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00401,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00402,2,Sauce Choice,Herb Sauce,0.00,Demo modifier
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00402,4,Sauce Choice,Herb Sauce,0.00,Demo modifier
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00405,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00409,3,Drink Temperature,Iced,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00411,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00412,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00414,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00414,3,Drink Temperature,Iced,0.00,Demo modifier
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00417,1,Drink Temperature,Iced,0.00,Demo modifier
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00419,3,Sauce Choice,Herb Sauce,0.00,Demo modifier
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00420,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00423,2,Sauce Choice,Herb Sauce,0.00,Demo modifier
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00426,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00427,2,Sauce Choice,Herb Sauce,0.00,Demo modifier
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00428,1,Drink Temperature,Iced,0.00,Demo modifier
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00428,2,Sauce Choice,Herb Sauce,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00429,2,Sauce Choice,Herb Sauce,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00430,1,Drink Temperature,Iced,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00430,3,Sauce Choice,Herb Sauce,0.00,Demo modifier
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00432,3,Sauce Choice,Herb Sauce,0.00,Demo modifier
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00433,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00435,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00438,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00441,1,Drink Temperature,Iced,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00441,2,Drink Temperature,Iced,0.00,Demo modifier
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00443,2,Sauce Choice,Herb Sauce,0.00,Demo modifier
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00445,2,Sauce Choice,Herb Sauce,0.00,Demo modifier
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00449,4,Sauce Choice,Herb Sauce,0.00,Demo modifier
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00451,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00452,2,Sauce Choice,Herb Sauce,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00454,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00454,2,Sauce Choice,Herb Sauce,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00455,3,Sauce Choice,Herb Sauce,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00456,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00461,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00462,2,Sauce Choice,Herb Sauce,0.00,Demo modifier
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00464,1,Drink Temperature,Iced,0.00,Demo modifier
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00464,2,Drink Temperature,Iced,0.00,Demo modifier
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00466,2,Sauce Choice,Herb Sauce,0.00,Demo modifier
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00470,4,Sauce Choice,Herb Sauce,0.00,Demo modifier
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00476,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00476,2,Sauce Choice,Herb Sauce,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00483,2,Sauce Choice,Herb Sauce,0.00,Demo modifier
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00485,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00485,2,Sauce Choice,Herb Sauce,0.00,Demo modifier
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00488,1,Drink Temperature,Iced,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00489,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00489,2,Sauce Choice,Herb Sauce,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00490,4,Sauce Choice,Herb Sauce,0.00,Demo modifier
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00492,1,Drink Temperature,Iced,0.00,Demo modifier
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00494,1,Drink Temperature,Iced,0.00,Demo modifier
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00496,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00496,2,Drink Temperature,Iced,0.00,Demo modifier
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00497,4,Sauce Choice,Herb Sauce,0.00,Demo modifier
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00498,1,Drink Temperature,Iced,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00499,1,Drink Temperature,Iced,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00500,1,Drink Temperature,Iced,0.00,Demo modifier
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00503,2,Drink Temperature,Iced,0.00,Demo modifier
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00503,3,Sauce Choice,Herb Sauce,0.00,Demo modifier
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00507,1,Drink Temperature,Iced,0.00,Demo modifier
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00508,1,Drink Temperature,Iced,0.00,Demo modifier
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00512,3,Sauce Choice,Herb Sauce,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00514,2,Sauce Choice,Herb Sauce,0.00,Demo modifier
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00519,1,Drink Temperature,Iced,0.00,Demo modifier
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00519,2,Sauce Choice,Herb Sauce,0.00,Demo modifier
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00520,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00520,4,Drink Temperature,Iced,0.00,Demo modifier
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00521,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00521,3,Drink Temperature,Iced,0.00,Demo modifier
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00524,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00525,2,Sauce Choice,Herb Sauce,0.00,Demo modifier
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00529,2,Drink Temperature,Iced,0.00,Demo modifier
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00530,2,Sauce Choice,Herb Sauce,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00531,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00531,2,Sauce Choice,Herb Sauce,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00535,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00536,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00536,2,Sauce Choice,Herb Sauce,0.00,Demo modifier
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00536,4,Sauce Choice,Herb Sauce,0.00,Demo modifier
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00539,2,Sauce Choice,Herb Sauce,0.00,Demo modifier
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00540,1,Drink Temperature,Iced,0.00,Demo modifier
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00541,2,Sauce Choice,Herb Sauce,0.00,Demo modifier
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00544,2,Drink Temperature,Iced,0.00,Demo modifier
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00545,1,Drink Temperature,Iced,0.00,Demo modifier
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00547,4,Sauce Choice,Herb Sauce,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00549,2,Sauce Choice,Herb Sauce,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00550,2,Sauce Choice,Herb Sauce,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00550,4,Sauce Choice,Herb Sauce,0.00,Demo modifier
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00553,1,Drink Temperature,Iced,0.00,Demo modifier
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00555,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00555,2,Sauce Choice,Herb Sauce,0.00,Demo modifier
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00556,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00557,1,Drink Temperature,Iced,0.00,Demo modifier
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00558,1,Drink Temperature,Iced,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00560,2,Drink Temperature,Iced,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00561,3,Sauce Choice,Herb Sauce,0.00,Demo modifier
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00563,1,Drink Temperature,Iced,0.00,Demo modifier
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00564,3,Sauce Choice,Herb Sauce,0.00,Demo modifier
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00565,2,Sauce Choice,Herb Sauce,0.00,Demo modifier
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00568,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00568,2,Sauce Choice,Herb Sauce,0.00,Demo modifier
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00572,2,Sauce Choice,Herb Sauce,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00574,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00576,1,Drink Temperature,Iced,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00576,3,Drink Temperature,Iced,0.00,Demo modifier
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00577,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00578,3,Sauce Choice,Herb Sauce,0.00,Demo modifier
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00579,2,Drink Temperature,Iced,0.00,Demo modifier
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00584,3,Sauce Choice,Herb Sauce,0.00,Demo modifier
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00587,2,Sauce Choice,Herb Sauce,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00591,2,Sauce Choice,Herb Sauce,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00595,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00596,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00597,2,Sauce Choice,Herb Sauce,0.00,Demo modifier
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00597,4,Sauce Choice,Herb Sauce,0.00,Demo modifier
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00598,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00598,2,Sauce Choice,Herb Sauce,0.00,Demo modifier
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00604,1,Drink Temperature,Iced,0.00,Demo modifier
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00605,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00607,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00608,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00610,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00612,2,Sauce Choice,Herb Sauce,0.00,Demo modifier
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00613,2,Sauce Choice,Herb Sauce,0.00,Demo modifier
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00615,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00616,2,Drink Temperature,Iced,0.00,Demo modifier
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00618,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00620,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00621,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00624,2,Drink Temperature,Iced,0.00,Demo modifier
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00625,3,Sauce Choice,Herb Sauce,0.00,Demo modifier
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00626,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00628,2,Sauce Choice,Herb Sauce,0.00,Demo modifier
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00628,3,Drink Temperature,Iced,0.00,Demo modifier
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00629,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00632,1,Drink Temperature,Iced,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00633,4,Sauce Choice,Herb Sauce,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00634,2,Sauce Choice,Herb Sauce,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00634,3,Drink Temperature,Iced,0.00,Demo modifier
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00637,2,Drink Temperature,Iced,0.00,Demo modifier
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00637,3,Sauce Choice,Herb Sauce,0.00,Demo modifier
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00637,4,Drink Temperature,Iced,0.00,Demo modifier
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00640,3,Sauce Choice,Herb Sauce,0.00,Demo modifier
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00641,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00643,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00644,2,Sauce Choice,Herb Sauce,0.00,Demo modifier
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00644,3,Sauce Choice,Herb Sauce,0.00,Demo modifier
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00645,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00646,2,Sauce Choice,Herb Sauce,0.00,Demo modifier
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00648,3,Drink Temperature,Iced,0.00,Demo modifier
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00650,2,Drink Temperature,Iced,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00651,2,Sauce Choice,Herb Sauce,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00652,2,Sauce Choice,Herb Sauce,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00653,3,Drink Temperature,Iced,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00654,1,Drink Temperature,Iced,0.00,Demo modifier
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00656,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00660,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00661,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00665,3,Sauce Choice,Herb Sauce,0.00,Demo modifier
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00666,1,Drink Temperature,Iced,0.00,Demo modifier
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00666,4,Drink Temperature,Iced,0.00,Demo modifier
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00667,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00670,2,Sauce Choice,Herb Sauce,0.00,Demo modifier
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00674,2,Drink Temperature,Iced,0.00,Demo modifier
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00678,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00679,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00680,1,Drink Temperature,Iced,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00681,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00683,3,Sauce Choice,Herb Sauce,0.00,Demo modifier
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00684,1,Drink Temperature,Iced,0.00,Demo modifier
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00685,1,Drink Temperature,Iced,0.00,Demo modifier
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00688,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00694,2,Sauce Choice,Herb Sauce,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00694,3,Drink Temperature,Iced,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00695,3,Sauce Choice,Herb Sauce,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00695,4,Drink Temperature,Iced,0.00,Demo modifier
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00698,3,Sauce Choice,Herb Sauce,0.00,Demo modifier
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00699,3,Sauce Choice,Herb Sauce,0.00,Demo modifier
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00700,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00702,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00702,2,Sauce Choice,Herb Sauce,0.00,Demo modifier
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00702,3,Sauce Choice,Herb Sauce,0.00,Demo modifier
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00704,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00705,2,Sauce Choice,Herb Sauce,0.00,Demo modifier
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00709,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00711,2,Sauce Choice,Herb Sauce,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00711,4,Sauce Choice,Herb Sauce,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00712,4,Sauce Choice,Herb Sauce,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00715,4,Sauce Choice,Herb Sauce,0.00,Demo modifier
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00716,2,Sauce Choice,Herb Sauce,0.00,Demo modifier
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00718,4,Drink Temperature,Iced,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00723,4,Sauce Choice,Herb Sauce,0.00,Demo modifier
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00725,2,Sauce Choice,Herb Sauce,0.00,Demo modifier
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00728,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
GARDEN_CAFE,ORD-GARDEN_CAFE-00729,4,Sauce Choice,Herb Sauce,0.00,Demo modifier
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00733,1,Drink Temperature,Iced,0.00,Demo modifier
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00735,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00736,3,Sauce Choice,Herb Sauce,0.00,Demo modifier
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00737,1,Sauce Choice,Herb Sauce,0.00,Demo modifier
