branchCode,orderNumber,action,actorEmail,createdAt,metadata
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00224,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-20T18:05:00Z,"{""receiptIdEqualsOrderId"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00225,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-20T10:05:00Z,"{""receiptIdEqualsOrderId"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00227,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-20T15:35:00Z,"{""receiptIdEqualsOrderId"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00229,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-20T10:35:00Z,"{""receiptIdEqualsOrderId"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00231,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-20T08:20:00Z,"{""receiptIdEqualsOrderId"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00232,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-20T18:20:00Z,"{""receiptIdEqualsOrderId"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00235,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-20T15:55:00Z,"{""receiptIdEqualsOrderId"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00236,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-20T10:55:00Z,"{""receiptIdEqualsOrderId"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00236,RECEIPT_SEND_PENDING,cashier@nimbus.demo,2026-04-20T10:56:00Z,"{""status"": ""PENDING"", ""supported"": false, ""reason"": ""NO_LIVE_DELIVERY_ADAPTER""}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00237,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-20T11:05:00Z,"{""receiptIdEqualsOrderId"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00238,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-20T17:35:00Z,"{""receiptIdEqualsOrderId"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00239,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-20T09:45:00Z,"{""receiptIdEqualsOrderId"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00240,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-20T15:35:00Z,"{""receiptIdEqualsOrderId"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00240,RECEIPT_SEND_PENDING,cashier@nimbus.demo,2026-04-20T15:36:00Z,"{""status"": ""PENDING"", ""supported"": false, ""reason"": ""NO_LIVE_DELIVERY_ADAPTER""}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00243,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-21T07:45:00Z,"{""receiptIdEqualsOrderId"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00245,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-22T17:35:00Z,"{""receiptIdEqualsOrderId"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00246,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-22T09:45:00Z,"{""receiptIdEqualsOrderId"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00247,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-22T08:20:00Z,"{""receiptIdEqualsOrderId"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00248,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-22T17:35:00Z,"{""receiptIdEqualsOrderId"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00249,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-22T11:20:00Z,"{""receiptIdEqualsOrderId"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00252,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-22T17:35:00Z,"{""receiptIdEqualsOrderId"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00252,RECEIPT_SEND_PENDING,cashier@nimbus.demo,2026-04-22T17:36:00Z,"{""status"": ""PENDING"", ""supported"": false, ""reason"": ""NO_LIVE_DELIVERY_ADAPTER""}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00253,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-23T07:55:00Z,"{""receiptIdEqualsOrderId"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00254,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-23T10:05:00Z,"{""receiptIdEqualsOrderId"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00255,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-23T09:55:00Z,"{""receiptIdEqualsOrderId"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00256,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-23T18:20:00Z,"{""receiptIdEqualsOrderId"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00258,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-23T11:20:00Z,"{""receiptIdEqualsOrderId"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00261,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-23T11:05:00Z,"{""receiptIdEqualsOrderId"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00262,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-23T10:55:00Z,"{""receiptIdEqualsOrderId"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00263,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-23T17:45:00Z,"{""receiptIdEqualsOrderId"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00266,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-24T10:45:00Z,"{""receiptIdEqualsOrderId"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00267,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-24T18:05:00Z,"{""receiptIdEqualsOrderId"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00268,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-24T10:35:00Z,"{""receiptIdEqualsOrderId"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00269,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-24T07:35:00Z,"{""receiptIdEqualsOrderId"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00270,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-24T10:20:00Z,"{""receiptIdEqualsOrderId"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00271,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-24T10:35:00Z,"{""receiptIdEqualsOrderId"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00272,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-24T09:55:00Z,"{""receiptIdEqualsOrderId"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00273,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-24T17:35:00Z,"{""receiptIdEqualsOrderId"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00277,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-24T08:20:00Z,"{""receiptIdEqualsOrderId"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00278,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-24T17:35:00Z,"{""receiptIdEqualsOrderId"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00279,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-24T10:20:00Z,"{""receiptIdEqualsOrderId"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00280,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-24T18:20:00Z,"{""receiptIdEqualsOrderId"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00282,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-25T16:20:00Z,"{""receiptIdEqualsOrderId"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00283,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-25T10:45:00Z,"{""receiptIdEqualsOrderId"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00284,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-25T18:05:00Z,"{""receiptIdEqualsOrderId"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00285,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-25T09:45:00Z,"{""receiptIdEqualsOrderId"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00286,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-25T16:05:00Z,"{""receiptIdEqualsOrderId"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00288,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-25T18:05:00Z,"{""receiptIdEqualsOrderId"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00289,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-25T17:45:00Z,"{""receiptIdEqualsOrderId"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00292,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-25T16:05:00Z,"{""receiptIdEqualsOrderId"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00293,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-25T16:20:00Z,"{""receiptIdEqualsOrderId"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00294,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-25T17:35:00Z,"{""receiptIdEqualsOrderId"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00295,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-25T10:20:00Z,"{""receiptIdEqualsOrderId"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00297,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-25T07:35:00Z,"{""receiptIdEqualsOrderId"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00300,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-25T09:55:00Z,"{""receiptIdEqualsOrderId"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00302,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-26T09:35:00Z,"{""receiptIdEqualsOrderId"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00304,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-26T09:45:00Z,"{""receiptIdEqualsOrderId"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00306,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-27T08:05:00Z,"{""receiptIdEqualsOrderId"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00307,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-27T08:05:00Z,"{""receiptIdEqualsOrderId"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00310,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-27T16:05:00Z,"{""receiptIdEqualsOrderId"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00314,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-28T10:35:00Z,"{""receiptIdEqualsOrderId"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00315,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-28T15:35:00Z,"{""receiptIdEqualsOrderId"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00317,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-28T10:55:00Z,"{""receiptIdEqualsOrderId"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00318,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-28T18:20:00Z,"{""receiptIdEqualsOrderId"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00320,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-28T15:55:00Z,"{""receiptIdEqualsOrderId"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00320,RECEIPT_SEND_PENDING,cashier@nimbus.demo,2026-04-28T15:56:00Z,"{""status"": ""PENDING"", ""supported"": false, ""reason"": ""NO_LIVE_DELIVERY_ADAPTER""}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00323,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-28T07:35:00Z,"{""receiptIdEqualsOrderId"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00324,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-28T07:55:00Z,"{""receiptIdEqualsOrderId"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00325,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-29T07:45:00Z,"{""receiptIdEqualsOrderId"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00326,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-29T10:45:00Z,"{""receiptIdEqualsOrderId"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00327,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-29T15:35:00Z,"{""receiptIdEqualsOrderId"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00328,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-29T10:55:00Z,"{""receiptIdEqualsOrderId"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00330,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-29T17:45:00Z,"{""receiptIdEqualsOrderId"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00332,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-29T08:20:00Z,"{""receiptIdEqualsOrderId"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00333,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-29T09:45:00Z,"{""receiptIdEqualsOrderId"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00334,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-29T09:35:00Z,"{""receiptIdEqualsOrderId"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00336,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-29T10:20:00Z,"{""receiptIdEqualsOrderId"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00337,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-29T15:35:00Z,"{""receiptIdEqualsOrderId"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00338,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-29T15:45:00Z,"{""receiptIdEqualsOrderId"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00339,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-29T18:20:00Z,"{""receiptIdEqualsOrderId"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00341,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-30T09:55:00Z,"{""receiptIdEqualsOrderId"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00342,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-30T18:05:00Z,"{""receiptIdEqualsOrderId"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00343,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-30T09:35:00Z,"{""receiptIdEqualsOrderId"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00345,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-30T07:45:00Z,"{""receiptIdEqualsOrderId"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00346,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-30T09:35:00Z,"{""receiptIdEqualsOrderId"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00347,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-30T08:05:00Z,"{""receiptIdEqualsOrderId"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00348,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-30T09:35:00Z,"{""receiptIdEqualsOrderId"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00349,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-30T10:55:00Z,"{""receiptIdEqualsOrderId"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00350,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-30T18:05:00Z,"{""receiptIdEqualsOrderId"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00352,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-30T07:55:00Z,"{""receiptIdEqualsOrderId"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00353,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-30T17:35:00Z,"{""receiptIdEqualsOrderId"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00354,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-30T09:35:00Z,"{""receiptIdEqualsOrderId"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00355,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-30T10:55:00Z,"{""receiptIdEqualsOrderId"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00356,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-30T07:35:00Z,"{""receiptIdEqualsOrderId"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00357,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-30T09:55:00Z,"{""receiptIdEqualsOrderId"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00359,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-30T08:05:00Z,"{""receiptIdEqualsOrderId"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00360,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-30T07:45:00Z,"{""receiptIdEqualsOrderId"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00361,RECEIPT_CREATED,cashier@nimbus.demo,2026-05-01T18:20:00Z,"{""receiptIdEqualsOrderId"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00366,RECEIPT_CREATED,cashier@nimbus.demo,2026-05-02T15:55:00Z,"{""receiptIdEqualsOrderId"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00367,RECEIPT_CREATED,cashier@nimbus.demo,2026-05-02T10:55:00Z,"{""receiptIdEqualsOrderId"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00368,RECEIPT_CREATED,cashier@nimbus.demo,2026-05-02T07:45:00Z,"{""receiptIdEqualsOrderId"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00370,RECEIPT_CREATED,cashier@nimbus.demo,2026-05-02T07:35:00Z,"{""receiptIdEqualsOrderId"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00370,RECEIPT_SEND_PENDING,cashier@nimbus.demo,2026-05-02T07:36:00Z,"{""status"": ""PENDING"", ""supported"": false, ""reason"": ""NO_LIVE_DELIVERY_ADAPTER""}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00373,RECEIPT_CREATED,cashier@nimbus.demo,2026-05-03T15:35:00Z,"{""receiptIdEqualsOrderId"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00375,RECEIPT_CREATED,cashier@nimbus.demo,2026-05-03T07:45:00Z,"{""receiptIdEqualsOrderId"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00376,RECEIPT_CREATED,cashier@nimbus.demo,2026-05-03T18:05:00Z,"{""receiptIdEqualsOrderId"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00379,RECEIPT_CREATED,cashier@nimbus.demo,2026-05-03T08:20:00Z,"{""receiptIdEqualsOrderId"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00380,RECEIPT_CREATED,cashier@nimbus.demo,2026-05-03T08:05:00Z,"{""receiptIdEqualsOrderId"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00382,RECEIPT_CREATED,cashier@nimbus.demo,2026-05-03T07:55:00Z,"{""receiptIdEqualsOrderId"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00383,RECEIPT_CREATED,cashier@nimbus.demo,2026-05-03T10:05:00Z,"{""receiptIdEqualsOrderId"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00386,RECEIPT_CREATED,cashier@nimbus.demo,2026-05-04T10:55:00Z,"{""receiptIdEqualsOrderId"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00388,RECEIPT_CREATED,cashier@nimbus.demo,2026-05-04T10:20:00Z,"{""receiptIdEqualsOrderId"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00391,RECEIPT_CREATED,cashier@nimbus.demo,2026-05-04T15:45:00Z,"{""receiptIdEqualsOrderId"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00392,RECEIPT_CREATED,cashier@nimbus.demo,2026-05-04T07:55:00Z,"{""receiptIdEqualsOrderId"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00393,RECEIPT_CREATED,cashier@nimbus.demo,2026-05-04T15:55:00Z,"{""receiptIdEqualsOrderId"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00394,RECEIPT_CREATED,cashier@nimbus.demo,2026-05-04T15:35:00Z,"{""receiptIdEqualsOrderId"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00396,RECEIPT_CREATED,cashier@nimbus.demo,2026-05-04T09:55:00Z,"{""receiptIdEqualsOrderId"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00398,RECEIPT_CREATED,cashier@nimbus.demo,2026-05-04T17:35:00Z,"{""receiptIdEqualsOrderId"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00401,RECEIPT_CREATED,cashier@nimbus.demo,2026-05-05T09:45:00Z,"{""receiptIdEqualsOrderId"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00402,RECEIPT_CREATED,cashier@nimbus.demo,2026-05-05T10:35:00Z,"{""receiptIdEqualsOrderId"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00403,RECEIPT_CREATED,cashier@nimbus.demo,2026-05-05T17:45:00Z,"{""receiptIdEqualsOrderId"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00404,RECEIPT_CREATED,cashier@nimbus.demo,2026-05-05T08:05:00Z,"{""receiptIdEqualsOrderId"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00404,RECEIPT_SEND_PENDING,cashier@nimbus.demo,2026-05-05T08:06:00Z,"{""status"": ""PENDING"", ""supported"": false, ""reason"": ""NO_LIVE_DELIVERY_ADAPTER""}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00405,RECEIPT_CREATED,cashier@nimbus.demo,2026-05-05T10:35:00Z,"{""receiptIdEqualsOrderId"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00406,RECEIPT_CREATED,cashier@nimbus.demo,2026-05-05T15:45:00Z,"{""receiptIdEqualsOrderId"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00406,RECEIPT_SEND_PENDING,cashier@nimbus.demo,2026-05-05T15:46:00Z,"{""status"": ""PENDING"", ""supported"": false, ""reason"": ""NO_LIVE_DELIVERY_ADAPTER""}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00407,RECEIPT_CREATED,cashier@nimbus.demo,2026-05-05T10:35:00Z,"{""receiptIdEqualsOrderId"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00409,RECEIPT_CREATED,cashier@nimbus.demo,2026-05-05T08:05:00Z,"{""receiptIdEqualsOrderId"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00410,RECEIPT_CREATED,cashier@nimbus.demo,2026-05-05T11:20:00Z,"{""receiptIdEqualsOrderId"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00411,RECEIPT_CREATED,cashier@nimbus.demo,2026-05-05T15:55:00Z,"{""receiptIdEqualsOrderId"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00413,RECEIPT_CREATED,cashier@nimbus.demo,2026-05-05T10:45:00Z,"{""receiptIdEqualsOrderId"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00414,RECEIPT_CREATED,cashier@nimbus.demo,2026-05-05T10:05:00Z,"{""receiptIdEqualsOrderId"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00415,RECEIPT_CREATED,cashier@nimbus.demo,2026-05-05T08:05:00Z,"{""receiptIdEqualsOrderId"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00416,RECEIPT_CREATED,cashier@nimbus.demo,2026-05-05T10:05:00Z,"{""receiptIdEqualsOrderId"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00417,RECEIPT_CREATED,cashier@nimbus.demo,2026-05-05T11:20:00Z,"{""receiptIdEqualsOrderId"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00419,RECEIPT_CREATED,cashier@nimbus.demo,2026-05-05T18:20:00Z,"{""receiptIdEqualsOrderId"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00420,RECEIPT_CREATED,cashier@nimbus.demo,2026-05-05T18:05:00Z,"{""receiptIdEqualsOrderId"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00422,RECEIPT_CREATED,cashier@nimbus.demo,2026-05-06T10:55:00Z,"{""receiptIdEqualsOrderId"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00423,RECEIPT_CREATED,cashier@nimbus.demo,2026-05-06T09:55:00Z,"{""receiptIdEqualsOrderId"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00424,RECEIPT_CREATED,cashier@nimbus.demo,2026-05-06T10:35:00Z,"{""receiptIdEqualsOrderId"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00425,RECEIPT_CREATED,cashier@nimbus.demo,2026-05-07T15:35:00Z,"{""receiptIdEqualsOrderId"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00430,RECEIPT_CREATED,cashier@nimbus.demo,2026-05-07T07:35:00Z,"{""receiptIdEqualsOrderId"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00431,RECEIPT_CREATED,cashier@nimbus.demo,2026-05-07T11:05:00Z,"{""receiptIdEqualsOrderId"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00432,RECEIPT_CREATED,cashier@nimbus.demo,2026-05-07T07:45:00Z,"{""receiptIdEqualsOrderId"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00434,RECEIPT_CREATED,cashier@nimbus.demo,2026-05-08T08:20:00Z,"{""receiptIdEqualsOrderId"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00436,RECEIPT_CREATED,cashier@nimbus.demo,2026-05-08T08:20:00Z,"{""receiptIdEqualsOrderId"": true}"
